14 1708588857 0.800000 1 0.800000 0.800000 0.800000
14 1708588917 0.200000 1 0.200000 0.200000 0.200000
24 1708588917 0.200000 1 0.200000 0.200000 0.200000
14 1708588922 0.800000 1 0.800000 0.800000 0.800000
24 1708588922 0.800000 1 0.800000 0.800000 0.800000
14 1708588982 0.200000 1 0.200000 0.200000 0.200000
24 1708588982 0.200000 1 0.200000 0.200000 0.200000
14 1708588987 0.800000 1 0.800000 0.800000 0.800000
24 1708588987 0.800000 1 0.800000 0.800000 0.800000
14 1708589042 0.200000 1 0.200000 0.200000 0.200000
24 1708589042 0.200000 1 0.200000 0.200000 0.200000
24 1708589052 0.800000 1 0.800000 0.800000 0.800000
14 1708589057 0.800000 1 0.800000 0.800000 0.800000
14 1708589112 0.200000 1 0.200000 0.200000 0.200000
24 1708589112 0.200000 1 0.200000 0.200000 0.200000
14 1708589117 0.800000 1 0.800000 0.800000 0.800000
24 1708589117 0.800000 1 0.800000 0.800000 0.800000
14 1708589172 0.200000 1 0.200000 0.200000 0.200000
24 1708589172 1.000000 2 1.000000 1.000000 1.000000
