15 1708588857 4.000000 1 4.000000 4.000000 4.000000
15 1708588917 0.000000 1 0.000000 0.000000 0.000000
15 1708588922 0.000000 1 0.000000 0.000000 0.000000
15 1708588982 0.000000 1 0.000000 0.000000 0.000000
15 1708588987 0.000000 1 0.000000 0.000000 0.000000
15 1708589042 0.000000 1 0.000000 0.000000 0.000000
15 1708589052 -4.000000 1 -4.000000 -4.000000 -4.000000
15 1708589057 4.000000 1 4.000000 4.000000 4.000000
15 1708589112 0.000000 1 0.000000 0.000000 0.000000
15 1708589117 0.000000 1 0.000000 0.000000 0.000000
15 1708589172 -4.000000 1 -4.000000 -4.000000 -4.000000
