19 1708588862 0.200000 1 0.200000 0.200000 0.200000
20 1708588862 0.600000 1 0.600000 0.600000 0.600000
19 1708588922 0.200000 1 0.200000 0.200000 0.200000
20 1708588927 0.600000 1 0.600000 0.600000 0.600000
19 1708588987 0.200000 1 0.200000 0.200000 0.200000
20 1708588987 0.600000 1 0.600000 0.600000 0.600000
19 1708589057 0.200000 1 0.200000 0.200000 0.200000
20 1708589057 0.600000 1 0.600000 0.600000 0.600000
19 1708589117 0.200000 1 0.200000 0.200000 0.200000
20 1708589117 0.600000 1 0.600000 0.600000 0.600000
