9 1707713409 0.200000 -1 0.200000 0.200000 0.200000
9 1707713424 0.200000 -1 0.200000 0.200000 0.200000
9 1707713439 0.200000 -1 0.200000 0.200000 0.200000
9 1707713454 0.200000 -1 0.200000 0.200000 0.200000
9 1707713469 0.200000 -1 0.200000 0.200000 0.200000
9 1707713574 0.200000 -1 0.200000 0.200000 0.200000
9 1707713584 0.200000 -1 0.200000 0.200000 0.200000
9 1707713589 0.200000 -1 0.200000 0.200000 0.200000
9 1707713599 0.200000 -1 0.200000 0.200000 0.200000
9 1707713604 0.200000 -1 0.200000 0.200000 0.200000
9 1707713614 0.200000 -1 0.200000 0.200000 0.200000
9 1707713619 0.200000 -1 0.200000 0.200000 0.200000
9 1707713629 0.200000 -1 0.200000 0.200000 0.200000
9 1707713634 0.200000 -1 0.200000 0.200000 0.200000
9 1707713644 0.200000 -1 0.200000 0.200000 0.200000
9 1707713749 0.200000 -1 0.200000 0.200000 0.200000
9 1707713764 0.200000 -1 0.200000 0.200000 0.200000
9 1707713764 0.200000 -1 0.200000 0.200000 0.200000
9 1707713774 0.200000 -1 0.200000 0.200000 0.200000
9 1707713779 0.200000 -1 0.200000 0.200000 0.200000
9 1707713794 0.200000 -1 0.200000 0.200000 0.200000
9 1707713794 0.200000 -1 0.200000 0.200000 0.200000
9 1707713804 0.200000 -1 0.200000 0.200000 0.200000
9 1707713814 0.200000 -1 0.200000 0.200000 0.200000
9 1707713824 0.200000 -1 0.200000 0.200000 0.200000
9 1707713924 0.200000 -1 0.200000 0.200000 0.200000
9 1707713939 0.200000 -1 0.200000 0.200000 0.200000
9 1707713939 0.200000 -1 0.200000 0.200000 0.200000
9 1707713939 0.200000 -1 0.200000 0.200000 0.200000
9 1707713954 0.200000 -1 0.200000 0.200000 0.200000
9 1707713954 0.200000 -1 0.200000 0.200000 0.200000
9 1707713954 0.200000 -1 0.200000 0.200000 0.200000
9 1707713969 0.200000 -1 0.200000 0.200000 0.200000
9 1707713969 0.200000 -1 0.200000 0.200000 0.200000
9 1707713969 0.200000 -1 0.200000 0.200000 0.200000
9 1707713984 0.200000 -1 0.200000 0.200000 0.200000
9 1707713984 0.200000 -1 0.200000 0.200000 0.200000
9 1707713989 0.200000 -1 0.200000 0.200000 0.200000
9 1707713999 0.500000 -1 0.500000 0.500000 0.500000
9 1707713999 0.500000 -1 0.500000 0.500000 0.500000
