5 1707713409 0.000000 1 0.000000 0.000000 0.000000
6 1707713409 0.000000 1 0.000000 0.000000 0.000000
7 1707713409 0.000000 1 0.000000 0.000000 0.000000
5 1707713414 0.000000 1 0.000000 0.000000 0.000000
6 1707713414 0.000000 1 0.000000 0.000000 0.000000
7 1707713414 0.000000 1 0.000000 0.000000 0.000000
5 1707713419 0.000000 1 0.000000 0.000000 0.000000
6 1707713419 0.000000 1 0.000000 0.000000 0.000000
7 1707713419 0.000000 1 0.000000 0.000000 0.000000
5 1707713424 0.000000 1 0.000000 0.000000 0.000000
6 1707713424 0.000000 1 0.000000 0.000000 0.000000
7 1707713424 0.000000 1 0.000000 0.000000 0.000000
5 1707713429 0.000000 1 0.000000 0.000000 0.000000
6 1707713429 0.000000 1 0.000000 0.000000 0.000000
7 1707713429 0.000000 1 0.000000 0.000000 0.000000
5 1707713434 0.000000 1 0.000000 0.000000 0.000000
6 1707713434 0.000000 1 0.000000 0.000000 0.000000
7 1707713434 0.000000 1 0.000000 0.000000 0.000000
5 1707713439 0.000000 1 0.000000 0.000000 0.000000
6 1707713439 0.000000 1 0.000000 0.000000 0.000000
7 1707713439 0.000000 1 0.000000 0.000000 0.000000
5 1707713444 0.000000 1 0.000000 0.000000 0.000000
6 1707713444 0.000000 1 0.000000 0.000000 0.000000
7 1707713444 0.000000 1 0.000000 0.000000 0.000000
5 1707713449 0.000000 1 0.000000 0.000000 0.000000
6 1707713449 0.000000 1 0.000000 0.000000 0.000000
7 1707713449 0.000000 1 0.000000 0.000000 0.000000
5 1707713454 0.000000 1 0.000000 0.000000 0.000000
6 1707713454 0.000000 1 0.000000 0.000000 0.000000
7 1707713454 0.000000 1 0.000000 0.000000 0.000000
5 1707713459 0.000000 1 0.000000 0.000000 0.000000
6 1707713459 0.000000 1 0.000000 0.000000 0.000000
7 1707713459 0.000000 1 0.000000 0.000000 0.000000
5 1707713464 0.000000 1 0.000000 0.000000 0.000000
6 1707713464 0.000000 1 0.000000 0.000000 0.000000
7 1707713464 0.000000 1 0.000000 0.000000 0.000000
5 1707713469 0.000000 1 0.000000 0.000000 0.000000
6 1707713469 0.000000 1 0.000000 0.000000 0.000000
7 1707713469 0.000000 1 0.000000 0.000000 0.000000
5 1707713474 0.000000 1 0.000000 0.000000 0.000000
6 1707713474 0.000000 1 0.000000 0.000000 0.000000
7 1707713474 0.000000 1 0.000000 0.000000 0.000000
5 1707713479 0.000000 1 0.000000 0.000000 0.000000
6 1707713479 0.000000 1 0.000000 0.000000 0.000000
7 1707713479 0.000000 1 0.000000 0.000000 0.000000
5 1707713484 0.000000 1 0.000000 0.000000 0.000000
6 1707713484 0.000000 1 0.000000 0.000000 0.000000
